X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
71.9902967324048,34.0567248167063,5293768021,node,13,,hospital,,,,,54759763,,,,d36313a602224c57aec9fed1e099286b,,24/7,,,,,1,,2017/12/19 13:27:11,MI Room,,Muhammad Abdullah Shoaib,,,,,,
74.1771055984374,32.1234559488178,4905790438,node,10,,pharmacy,,,,,49395201,,,,cf4281625d2c4c45b6f7f771bd7366c7,,,,,,,1,,2017/06/09 11:37:14,Sharjah Medical Store,,Imran999,,,,,,
73.0805040560936,31.4352487246442,5193820226,node,13,,hospital,,,,,53288018,,,,364ab8c8e97f426fbf8191cacb724cb7,,24/7,,,,,2,,2017/10/27 11:51:12,Umar Hospital,,Harooon Mahmood,,,,,,
71.4007706601214,30.1687546383335,4749346321,node,6,,dentist,,,,,47075676,,,,9e9e9e728ab24cd4be71039ac20b0998,,,,,,,1,,2017/03/22 18:38:09,,,Rana Ahmer,,,,,,
,,258522573,way,10,,doctors,,,,,20215318,,,,1d93950f2c884ffb82a7ee7985fccb63,,,,,,,1,,2014/01/26 18:20:49,Rahim Hospital,,Mateen Bhatti,,,,,,
67.1108070877558,24.9179857427666,6305478232,node,13,,hospital,,,,,73213948,,,,a4cbe8779eda47c3801008059a5eabe1,,,,,,,2,,2019/08/10 06:33:23,Fatma Hospital,,TAIMOOR IQBAL,,,,,hospital,
67.1374851768145,24.9348950589528,5130443944,node,10,,clinic,,,,,52380012,,,,aee965a83a5b4de69bdfb6e26e0e85de,,,,,,,1,,2017/09/26 09:56:22,Al Shifa Medical and Welfare Clinic,,Syed Zeeshan Ahmed90,,,,,,
,,541330379,way,13,,clinic,,,,,53872597,,,,9b81a275817e48f799e068b9f3b905ab,,,,,,,1,,2017/11/17 12:16:14,Noor Clinic,,Amir Saleem,,,,,clinic,
,,263412807,way,13,,clinic,,,,,20780207,,,,1999edc8e9464ae4a1dde3465770ae0f,,,,"bing, Wikimapia",,,1,,2014/02/25 21:29:49,BHU Basic Health Centre,,nechpa,,,,,,
74.3549283448158,35.9016566394112,6758748285,node,6,,pharmacy,,,,,73907948,,,,b9ff04e755474391b15fe39c985fbfcc,,,,,,,1,,2019/08/30 07:14:06,,,Walty79,,,,,,
72.7244455869675,33.7853983362091,5416875311,node,10,,clinic,,,,,56419486,,,,8ef351fe9dbc4698a341f37d45ea8d8d,,,,,,,1,,2018/02/16 16:52:01,Amna Skin Care and Hair Transplant,,Wonderworld,,,,,,
71.5995779201898,34.0331083854198,6385698386,node,10,,hospital,,,,,68922875,,,,bc7d758b3ce849fba4484819b4e7ec63,,,,,,,1,,2019/04/05 13:54:20,MMC,,adrmalik,,,,,,
73.0579084567946,33.7098415978892,4966256877,node,10,,pharmacy,,,,,56723250,,,,b8a80e3419d64a198b22204199c8f701,,,,,,,2,,2018/02/27 13:31:07,Shaukat Khanum Laboratory Collection Centre,,Atahaaaan,,,,,,
67.0651326724398,25.0239301490328,5329382230,node,13,,hospital,,,,,55292103,,,,5f4dfabf2c574335b0f7e601a35beaf4,,,,,,,1,,2018/01/09 12:52:04,Al-Mujeeb Hospital,,Syed Zeeshan Ahmed90,,,,,hospital,
74.4239777926069,32.3824523982897,3501693086,node,13,,pharmacy,,,Dr. Shabir,,30854325,,,,bdd9ba2881714e8abb853899de34698b,,,,,,,1,,2015/05/06 20:28:08,Irfan Medical Store,,Khawaja Umar farooq,,,,,,
69.0151839545005,25.4341009277616,5406055639,node,10,,clinic,,,,,56274452,,,,5a935bd9f1b4427c9bf33e74eab12bbb,,,,,,,1,,2018/02/11 21:03:33,PPHI,,ah511,,,,,,
67.1335479454368,24.9287325999206,5317775547,node,13,,hospital,,,,,55119663,,,,7bbc3e8cd55543aba1d645b24710f951,,,,,,,1,,2018/01/03 06:04:44,"The Smart School, Iqbal Campus",,muhammad umer0012,,,,,hospital,
67.0377443847252,25.0025973672659,5128396157,node,13,,hospital,,,,,52354957,,,,1966976b5c5144818b9c057f2ed57aa1,,,,,,,1,yes,2017/09/25 12:45:23,Fatima Kidney Care Hospital,,Syed Zeeshan Ahmed90,,,,,,
,,106359697,way,13,,hospital,,,,,55624869,,,,e94dd0e75cf54c8c9c8090da6cadd9a9,,,,Local Knowledge,,,4,,2018/01/21 11:09:48,Johar Khatoon,,Ghazan Amirzadah Khan,,,,,,
66.9743139971835,30.1912221621521,4492365191,node,10,,doctors,,,,,44587519,,,,f096d72ae76b490087ee736ccd0ec83e,,,,,,,2,,2016/12/22 10:30:59,BMC Medical College,,ShahidRasool,,,,,,
73.742018690516,33.1470447442738,6408007785,node,10,,clinic,,,,,69254315,,,,366252f3857d45febecec66b8d81e112,,,,,,,1,,2019/04/16 02:17:48,heart Specialist,,Mohsin Naseer,,,,,,
,,401141902,way,6,,doctors,,,,,37560116,,,,ad6d6aa62bec47c39b9e5919e2a100a0,,,,,,,1,,2016/03/02 06:41:54,,,Sebarga Shozodalaisov,,,,,,
73.5682926831327,32.4300010909743,4439299795,node,6,,hospital,,,,,42758290,,,,18bd452b72bf4cf79b38be3e54e85b24,,,,,,,1,,2016/10/09 16:51:35,,,Tasawar Rasheed,,,,,,
72.4023635814505,33.8793992848242,4475431689,node,10,,hospital,,,,,43330799,,,,05694cc94a3146fa89f4718957da7549,,,,,,,1,,2016/11/01 17:05:44,Hameed Hospital,,Rajamubasherhassan,,,,,,
67.0466396794681,24.799666127017,4788531526,node,10,,pharmacy,,,,,54369553,,,,31afc3d9360647d48af9ee79e7fcee66,,,,,,,4,,2017/12/05 15:34:52,City Mart & Pharmacy,,Owais Akhlaq,,,,,,
73.1284220554321,31.4344594846414,5267806240,node,13,,hospital,,,,,54398848,,,,b229753169454452bc1b680690e23ff0,,,,,,,1,,2017/12/06 12:00:16,Rehman Free Dialysis Center,,Syed Zeeshan Ahmed90,,,,,hospital,
,,262405369,way,13,,hospital,,,,,20657678,,,,0c26500919c241708e66c94f82cf70fe,,,,,,,1,yes,2014/02/19 14:54:14,Punjab Social Security Hospital,,girgit,,,,,,
,,295087045,way,13,,hospital,,,,,24442139,,,,ea281d9099f841afac80bac5ca734fdb,,,,,,,2,yes,2014/07/30 12:37:26,Taluka Hospital Lakhi,,Aamir Abro,,,,,,
67.0084992540005,24.9430160334805,5088685994,node,10,,hospital,,,,,52764664,,,,f8a61c03ed9241a186d5590d49a418e0,,,,,,,2,,2017/10/09 16:14:24,Banaras National Hospital,,Arshan Arshan,,,,,,
67.0121864532065,24.8574310185657,4791991084,node,10,,pharmacy,,,,,47749545,,,,76deac3fd59844b4b7fa73708ef19e66,,,,,,,1,,2017/04/13 17:01:27,Kausar Medicos,,Imran999,,,,,,
74.6144968591793,36.309495153582,444597688,node,10,,hospital,,,,,1888809,,,,8b52e480a6b840cba27127b58c46c19c,,,,,,,1,,2009/07/20 20:37:28,"Aliabad, Hospital",,hunzai,,,,,,
73.9447123876289,32.0328960229124,4543006229,node,10,,clinic,,,,,44233839,,,,aed94f0f62d14902a57927d3c894d6d8,,,,,,,1,,2016/12/07 12:26:16,choohar chak gujranwala,,Tanvir Abbas,,,,,,
,,677846489,way,13,,hospital,,,,,68287844,,,,d8f0a411b2174e019f7876a1ed5f6b31,,,,,,,1,,2019/03/19 10:04:23,DHQ Hospital,,Mumtaz_Ali,,,,,hospital,
67.9323253805999,30.1062471821503,3037408245,node,13,,hospital,,,,,24961637,,,,46de7c0a4d01422889b7b8cc28e10ecd,,,,,,,1,yes,2014/08/23 18:09:20,Labour Hospital,,dcguj,,,,,,
71.4518334657115,33.9940725212363,6450693687,node,10,,clinic,,,,,69915278,,,,9c2b385548aa4a94bf1a4642f7d4322b,,,,,,,1,,2019/05/05 20:16:26,Vaccine Care,,adrmalik,,,,,,
73.1299723722431,31.4036939605001,5263913101,node,13,,hospital,,,,,54332724,,,,5fbc678b7be04daeb6c97c3f6dc45f2f,,,,,,,1,,2017/12/04 15:13:33,Jinnah Hospital,,Syed Zeeshan Ahmed90,,,,,hospital,
72.4525878614471,34.5980637467404,4989822322,node,13,,pharmacy,,,Harindar Kumar,,50523569,,,,bb1c438ecb284a62b1090246071131f6,,,,,,,1,,2017/07/24 10:24:40,The Medicos,,Azam Hussain,,,,,,
71.349467042453,29.8281876864718,4437516391,node,10,,doctors,,,,,42730985,,,,a490a9937cb649268c1326d0a01461d0,,,,,,,1,,2016/10/08 11:23:20,Hakeem Ubaid,,Tayyyabb,,,,,,
71.4487909186786,30.2032829664475,1921953434,node,10,,hospital,,,,,14440745,,,,a65ea4d63e4e489ba84093513151a79a,,,,,,,2,,2012/12/28 16:28:52,Haleema Medical Complex,,user_5359,,,,,,
66.9953645602705,24.9058467353146,5092989974,node,10,,pharmacy,,,,,51891960,,,,0ab49d5bdd104e34b0779afec6e77764,,,,,,,1,,2017/09/09 21:01:39,FAAS Pharmaceuticals,,Draculaa,,,,,,
67.0022742659706,24.9526436551037,5097989043,node,10,,clinic,,,,,51940601,,,,7f8aec4afcd84fa89c27ee0e6a06d35a,,,,,,,1,,2017/09/11 13:02:27,Tawakel Medical Cenyer,,Arshan Arshan,,,,,,
67.0337552693668,24.9384971818416,4739903920,node,10,,hospital,,,,,54933207,,,,ef94e7688a7f4e7a8a778c370e72820b,,,,,,,3,,2017/12/26 16:00:26,Agha Khan Diagnostic Center,,Splasher,,,,,,
74.2357727180437,31.4653895455419,4387273191,node,10,,hospital,,,,,54200201,,,,5b5272eccb0e4639b45f081206100923,,,,,,,2,,2017/11/30 09:39:30,Farooq Hospital,,SAFB13,,,,,,
,,257133789,way,13,,hospital,,,,,51001162,,,,b88d0ce415bc421f91d89b2426046946,,,,,,,5,yes,2017/08/10 12:56:45,LRBT Eye Hospital,,Kleper,,,,,,
67.0523178321349,24.9493221583331,5199415800,node,10,,hospital,,,,,54933207,,,,fb796e3815864f12b422113d9f659954,,,,,,,2,,2017/12/26 16:00:58,Farooq e Azam Computer Institute,,Splasher,,,,,,
67.0617781509707,24.807219898157,4770056042,node,10,,pharmacy,,,,,52271234,,,,b5027888642e4c8a93e0b6471cbce5e0,,,,,,,2,,2017/09/22 10:10:18,Pharmic Plus,,Hashaam,,,,,,
71.6800273430301,29.3908300371616,4923902161,node,10,,pharmacy,,,,,49660956,,,,7a9d1a13f78d42d8b93dfd203bd8c897,,,,,,,1,,2017/06/19 08:57:18,Citi Pharmacy,,Imran999,,,,,,
71.9179781747379,30.2843995887804,4577564289,node,10,,hospital,,,,,44733281,,,,e752c0990be44f47aa097074966725ef,,,,,,,1,,2016/12/28 15:08:23,civil hospital road,,Sheikh Hamza,,,,,,
72.6805040463136,32.0563501805535,4320650680,node,10,,hospital,,,,,41029091,,,,b9e4fa56713641e4a120ee3e646381ad,,,,,,,1,,2016/07/26 06:15:54,PAF Hospital,,Khan51,,,,,,
73.0333151985122,33.7149443329031,6521223343,node,20,,hospital,"general;gynaecology;orthopaedics;dermatology;surgery;clinic",,,,71106454,,,,ae0db1c2ee5f44c69876a4207b406100,,,,,,,3,no,2019/06/10 15:02:05,Surgical Centre Islamabad,,850362,,,,,hospital,
73.0755120460206,33.7297172696084,660956958,node,10,,pharmacy,,,,,50112235,,,,4bc01e8f5d644bb4b666d9cdb8a2b447,,,,,,,3,,2017/07/07 15:52:24,Shaheen Pharmacy,,Imran999,,,,,,
72.2579760791932,36.2716499387442,3559437851,node,10,,hospital,,,,,31593610,,,,ca6f1b9eed3540dea2bf7a449ad00e4b,,,,,,,1,,2015/05/30 21:03:29,Tehsil Headquarters Hospital,,dcguj,,,,,,
73.1189724654323,31.4232415645291,5194296828,node,10,,pharmacy,,,,,54203221,,,,a184ef0416ee4c41b93abe596e7d2945,,,,,,,2,,2017/11/30 12:17:40,Mujahid Pharmacy,,Syed Zeeshan Ahmed90,,,,,,
74.3571590207073,31.5484342570619,5267413985,node,13,,hospital,,,,,54391752,,,,a9ef90c40e8e4b3ba0ff7b72f6eb70a2,,,,,,,1,,2017/12/06 06:46:37,Mian Meer Welfair Hospital,,ImFarrukh,,,,,hospital,
,,552937341,way,10,,hospital,,,,,55419993,,,,250437ceca7b4bf4bbd14d9b5039ca7a,,,,,,,1,,2018/01/14 00:59:04,Al Noor Hospital,,ah511,,,,,,
74.5020633511143,31.5900052278603,5255424739,node,13,,hospital,,,,,54200201,,,,4bc95f51c54c4b81b27a1af9d4853dff,,,,,,,1,,2017/11/30 09:39:29,Ghurki Hospital,,SAFB13,,,,,hospital,
71.7449070454496,34.1532673260018,4641731290,node,10,,hospital,,,,,45616018,,,,8ff1284aa207463fb141fb2965441413,,,,,,,1,,2017/01/29 10:26:10,District Hospital Charsadda,,adrmalik,,,,,,
66.9367356621428,24.9454021936759,5311735172,node,13,,hospital,,,,,55029605,,,,bfa3c1248a99429c9a6d0c08c883d3c9,,,,,,,1,,2017/12/30 09:23:37,Zara Clinic & Maternity Home,,Splasher,,,,,hospital,
73.0174121298021,33.6490365900595,2656259979,node,17,,hospital,,,,,72459480,,,,2128e18c81c042fbb9e26b3f94b0bdd0,,,,,,,3,yes,2019/07/20 12:35:48,NESCOM Hospital,,tech_geek,,,,,hospital,
74.2984537634416,31.4832307617229,4916641152,node,10,,pharmacy,,,,,49556177,,,,0cf19b5c824548c09afd740c1120c79c,,,,,,,1,,2017/06/15 10:59:03,Fazal Din,,Imran999,,,,,,
71.3657708499539,32.2869602252809,4753219656,node,10,,pharmacy,,,,,47129306,,,,91a339804096443d93e59f115098d23e,,,,,,,1,,2017/03/24 16:42:22,Rasheed Medical Store,,sunny00000000,,,,,,
,,446741558,way,10,,hospital,,,,,42764251,,,,0422b8088d514e469bcff56cb47e287e,,,,,,,1,,2016/10/09 22:44:20,Civil Hospital,,dcguj,,,,,,
72.4167532975426,32.9286550952782,6662693554,node,13,,hospital,,,,,72831401,,,,36f94bbd17eb4d2188d0b6feb157babc,,,,,,,1,,2019/07/30 22:03:27,Citi Hospital,,dcguj,,,,,hospital,
72.9877921603675,33.6184460800565,4423794492,node,10,,pharmacy,,,,,44592165,,,,8f8f83911b244e429b46c1286eadf852,,,,,,,2,,2016/12/22 14:37:27,shahid medicose,,Weakelement,,,,,,
71.9319965725195,30.2963851235853,4916682223,node,10,,doctors,,,,,49556771,,,,53ec27856c7f4549ae6fa3d9c678765e,,,,,,,1,,2017/06/15 11:22:18,Dr Ejaz Ahmad,,Mahmood Khan,,,,,,
70.3294826329996,33.7003409620991,4149296190,node,10,,pharmacy,,,,,38886661,,,,f40b6ed9cb764d9ebf3ac86f46da8f8d,,,,,,,1,,2016/04/26 13:31:56,علی میڈیکل سٹور,,Rizwan Orakzai,,,,,,
74.4075547944429,31.4836256331814,5251896790,node,13,,pharmacy,,,,,69139765,,,,73e8c3f47d214ef0bbf225c9ba7e053a,,,,,,,2,,2019/04/12 07:05:11,Clinix Pharmacy (Defence Branch),,Mr Najam,,,,,pharmacy,
74.3949244398269,31.5001039519063,3228646369,node,10,,hospital,,,,,54202738,,,,f6b95111d10b456498b8332374cb94fa,,,,,,,2,,2017/11/30 11:50:09,Fauji Foundation Hospital,,SAFB13,,,,,,
74.5417641516766,32.4887394567576,5525799022,node,10,,clinic,,,,,57777786,,,,480a6afedc6341f7ab4995113d6e3460,,,,,,,1,,2018/04/03 16:30:31,Dr Sadia Saboor Clinic,,Muhammad Sagheer,,,,,,
69.1098395297535,25.1544628682584,5481213516,node,10,,clinic,,,,,57223700,,,,79fbca5c7fe446b88e84499fbb595975,,,,,,,1,,2018/03/15 20:28:52,Dr. Madad Ali,,ah511,,,,,,
74.3161528225448,31.4661119817765,1715928613,node,6,,pharmacy,,,,,11296215,,,,de002c3e45ba452f9aeb3afc6d20116c,,,,,,,1,,2012/04/14 09:36:53,,,umararif,,,,,,
73.0828052237909,33.721100589327,253018400,node,10,,hospital,,,,,6074422,,,,c84af683b8c742418a5aaca48e1997da,,,,,,,5,,2010/10/18 01:38:45,Poly Clinic Hospital,,gormur,,,,,,
73.4909515214462,32.5823440251717,6083412678,node,13,,hospital,,,,,64792149,,,,6a5253d716ea42f2b3e1d34418766343,,,,,,,1,,2018/11/22 19:17:55,DHQ Hospital,,dcguj,,,,,hospital,
67.0517253992186,24.9318046512527,4739775279,node,10,,hospital,,,,,54952851,,,,9badf572bf4f4d1cacec7370d4188079,,,,,,,6,,2017/12/27 11:30:58,Munawar Hospital,,Syed Zeeshan Ahmed90,,,,,,
67.0439334982094,24.8501522576689,5132720043,node,10,,hospital,,,,,52408739,,,,d884bc040a7b4f5498b6db408d70642a,,,,,,,1,,2017/09/27 09:37:58,Kidney Care Centre,,Syed Zeeshan Ahmed90,,,,,,
